id|course_id|grade
249|6|8.5
249|6|7.5
249|6|8
249|3|13.5
249|3|9.5
249|3|9.5
249|9|3
249|9|9.5
249|9|12
249|9|9.5
249|1|13.1
249|1|13.8
249|1|9.4
249|1|11.6
249|1|10.6
249|1|13.4
249|1|11.8
249|1|12.1
249|1|15
249|8|15
249|8|15
249|8|11.5
249|8|6.5
249|2|11.75
249|2|12.75
249|2|11.25
249|2|11.75
249|2|11
249|2|11.5
249|5|15.2
249|5|15.5
249|5|13.7
249|5|14.4
249|10|10.9
249|10|7.4
249|10|10.7
249|10|12.5
249|10|11.7
249|10|9.8
249|10|9.4
249|10|9.7
249|10|10.4
249|7|9
249|7|9.5
249|4|12
249|4|12.5
249|4|11
249|4|13
249|4|12.5
254|6|9.5
254|6|7
254|6|6
254|3|17.5
254|3|8
254|3|8
254|9|7.5
254|9|7
254|9|9
254|9|3
254|1|11.8
254|1|16
254|1|18.1
254|1|14.4
254|1|14.9
254|1|12.2
254|1|11.4
254|1|13.2
254|1|15.2
254|8|7
254|8|10
254|8|9.5
254|8|6
254|2|12.75
254|2|16
254|2|11.75
254|2|12.5
254|2|13.5
254|2|14.25
254|5|13.2
254|5|14.8
254|5|14.9
254|5|12.7
254|10|13.2
254|10|8.9
254|10|2.6
254|10|10.2
254|10|9.9
254|10|11.5
254|10|11.3
254|10|8.3
254|10|7.6
254|7|10
254|7|9
254|7|13.5
254|4|12
254|4|12
254|4|11.5
254|4|12
254|4|12
260|6|7.5
260|6|8.5
260|6|$
260|3|9.5
260|3|13.5
260|3|13
260|9|7
260|9|11
260|9|3.5
260|9|10
260|1|20
260|1|12.3
260|1|16.1
260|1|14.5
260|1|13.1
260|1|11.6
260|1|11.5
260|1|10.1
260|1|14.6
260|8|4
260|8|5.5
260|8|8
260|8|9.5
260|2|10.25
260|2|12
260|2|10.75
260|2|14.5
260|2|13
260|2|10.25
260|5|14.7
260|5|14.4
260|5|14.8
260|5|13.2
260|10|9.6
260|10|12.9
260|10|6.6
260|10|7.8
260|10|12.2
260|10|10.2
260|10|7
260|7|7.5
260|7|7.5
260|7|8.5
260|4|13
260|4|13
260|4|12
260|4|12.5
260|4|12.5
280|6|8.5
280|6|7.5
280|6|9
280|3|13.5
280|3|6
280|3|11.5
280|9|4.5
280|9|7
280|9|7
280|9|5
280|1|8.3
280|1|14.4
280|1|14.2
280|1|17
280|1|13.6
280|1|12.8
280|1|13.3
280|1|12
280|1|10.7
280|8|6
280|8|10
280|8|3
280|8|7
280|2|12.25
280|2|9.75
280|2|10
280|2|12.75
280|2|15
280|5|14.6
280|5|13.2
280|5|15.6
280|10|9.9
280|10|8.8
280|10|7.9
280|10|9.1
280|10|5.1
280|10|11.2
280|10|7.2
280|10|6.2
280|10|3.7
280|7|9
280|7|12
280|7|9
280|4|12
280|4|11
280|4|11.5
280|4|12
280|4|11
317|6|9
317|6|9.5
317|6|6.5
317|3|13.5
317|3|16
317|9|7
317|9|6
317|9|6.5
317|1|13.8
317|1|13.6
317|1|15.1
317|1|10
317|1|15.6
317|1|11.3
317|1|12
317|1|15.8
317|1|15.6
317|8|8
317|8|7
317|8|10
317|8|8
317|2|10.75
317|2|13
317|2|16
317|2|11.25
317|2|12.75
317|2|13.75
317|5|14.5
317|5|14.6
317|5|15.9
317|5|14.9
317|10|10.3
317|10|13.5
317|10|5.2
317|10|8.8
317|10|7.3
317|10|9.6
317|10|10.2
317|10|9.7
317|10|8.8
317|7|12.5
317|7|10.5
317|7|11.5
317|4|14
317|4|13
317|4|14.5
317|4|12
317|4|10
331|6|6.5
331|6|8.5
331|6|7
331|3|12
331|3|16.5
331|3|12
331|9|5
331|9|4
331|9|5
331|9|10
331|1|10.9
331|1|12.1
331|1|15.7
331|1|16
331|1|12.6
331|1|16.1
331|1|15.1
331|1|15.2
331|1|14.1
331|8|9
331|8|$
331|8|5
331|8|7.5
331|2|12
331|2|13.75
331|2|13.25
331|2|12.25
331|2|14
331|2|14.75
331|5|13.2
331|5|$
331|5|14.2
331|5|13.1
331|10|10.1
331|10|11.1
331|10|7.6
331|10|8
331|10|7.5
331|10|8.9
331|10|8
331|10|9.4
331|10|4.5
331|7|13
331|7|12
331|7|10.5
331|4|12.5
331|4|12
331|4|14
331|4|13.5
331|4|11.5
334|6|7.5
334|6|8
334|6|7.5
334|3|10.5
334|3|9.5
334|3|15
334|9|9.5
334|9|3.5
334|9|2.5
334|9|7
334|1|13.7
334|1|15.6
334|1|12.2
334|1|12.2
334|1|18.6
334|1|11.2
334|1|13
334|1|15.3
334|1|13.3
334|8|4.5
334|8|2.5
334|8|5
334|8|5.5
334|2|14.5
334|2|10
334|2|13.75
334|2|14
334|2|11
334|2|11
334|5|14.4
334|5|14.4
334|5|13.9
334|5|15.9
334|10|10.5
334|10|3.8
334|10|7.7
334|10|4.5
334|10|10.8
334|10|4.8
334|10|11.9
334|10|5.8
334|10|9.8
334|7|14
334|7|7.5
334|7|7
334|4|13
334|4|11.5
334|4|12.5
334|4|10.5
334|4|13
366|6|10
366|6|7.5
366|6|8.5
366|3|12
366|3|9.5
366|3|16.5
366|9|8
366|9|10
366|9|8
366|9|11.5
366|1|13.1
366|1|18.3
366|1|12.5
366|1|14.7
366|1|12.5
366|1|15.8
366|1|13.7
366|1|15.4
366|1|11.9
366|8|7
366|8|1
366|8|2
366|8|13
366|2|12
366|2|9.75
366|2|11
366|2|12
366|2|15
366|2|11.75
366|5|14.2
366|5|14.4
366|5|14.2
366|5|14.5
366|10|6.9
366|10|11.8
366|10|5.9
366|10|9
366|10|10.7
366|10|8.6
366|10|9
366|10|1.6
366|10|8.7
366|7|14
366|7|13
366|7|12
366|4|13.5
366|4|13
366|4|14
366|4|15
366|4|14
378|6|9
378|6|10
378|6|10.5
378|3|9.5
378|3|11.5
378|9|6
378|9|2.5
378|9|5.5
378|9|10
378|1|17.1
378|1|13.9
378|1|10.7
378|1|12.6
378|1|13
378|1|13.5
378|1|7.6
378|1|14
378|8|6
378|8|6
378|8|11.5
378|8|11
378|2|12.25
378|2|11.5
378|2|11.5
378|2|17
378|2|11.25
378|2|14.75
378|5|12.8
378|5|10.3
378|5|14
378|5|15.1
378|10|11.2
378|10|7.2
378|10|2.5
378|10|6.7
378|10|7.7
378|10|7.3
378|10|9.5
378|10|10.2
378|10|8.6
378|7|11
378|7|13
378|7|12
378|4|14.5
378|4|12
378|4|11
378|4|10
378|4|13.5
402|6|7.5
402|6|9
402|6|4.5
402|3|12
402|3|11
402|3|15
402|9|3
402|9|9.5
402|9|3
402|9|9
402|1|9.9
402|1|18
402|1|9.5
402|1|14.7
402|1|10.9
402|1|12.4
402|1|12.2
402|1|10.9
402|1|12.1
402|8|5.5
402|8|5.5
402|8|11.5
402|8|9
402|2|$
402|2|10.5
402|2|14.25
402|2|15.75
402|2|13.5
402|2|10
402|5|14.7
402|5|14
402|5|14
402|5|14.1
402|10|7.9
402|10|8.4
402|10|2.5
402|10|7.2
402|10|7.3
402|10|5
402|10|7.4
402|10|9.2
402|10|10
402|7|13
402|7|10.5
402|4|12.5
402|4|14.5
402|4|11.5
402|4|12.5
402|4|10.5
428|6|8.5
428|6|8.5
428|6|9
428|3|11
428|3|11
428|3|14
428|9|6.5
428|9|8
428|9|6
428|9|6.5
428|1|15.1
428|1|10.2
428|1|15.6
428|1|11.6
428|1|13.4
428|1|13.3
428|1|14.8
428|1|9.6
428|8|8.5
428|8|13.5
428|8|7
428|8|9
428|2|12.25
428|2|13
428|2|13
428|2|11.5
428|2|11
428|2|13
428|5|13.5
428|5|14.4
428|5|13.4
428|5|14.5
428|10|5.2
428|10|7.5
428|10|5.7
428|10|12.1
428|10|4.9
428|10|6.4
428|10|7.9
428|10|8.8
428|10|10.1
428|7|11
428|7|10
428|7|9.5
428|4|12.5
428|4|13.5
428|4|12.5
428|4|11.5
428|4|13
433|6|9.5
433|6|9
433|6|10
433|3|12
433|3|15.5
433|3|13
433|9|8.5
433|9|6.5
433|9|10
433|9|8
433|1|13.6
433|1|15.6
433|1|15.8
433|1|15.2
433|1|10.7
433|1|15.7
433|1|10.7
433|1|14.6
433|1|14
433|8|3
433|8|10
433|8|10
433|8|9.5
433|2|12.25
433|2|15.75
433|2|13.5
433|2|10.5
433|2|12.5
433|2|15.25
433|5|15
433|5|14.4
433|5|13.4
433|5|13
433|10|6.4
433|10|10.3
433|10|8.9
433|10|11
433|10|6.1
433|10|10.3
433|10|8.4
433|10|5.7
433|10|8.9
433|7|11.5
433|7|8
433|7|12.5
433|4|12.5
433|4|12.5
433|4|14
433|4|11.5
433|4|13.5
440|6|9
440|6|9.5
440|6|7.5
440|3|14
440|3|10.5
440|3|9.5
440|9|10.5
440|9|9
440|9|6.5
440|9|8.5
440|1|15.2
440|1|15.2
440|1|13.8
440|1|13.4
440|1|10.5
440|1|17
440|1|14.7
440|1|13.6
440|1|12.3
440|8|4
440|8|9
440|8|1
440|8|15
440|2|13.5
440|2|14.5
440|2|13.25
440|2|11.25
440|2|9.75
440|5|13.8
440|5|14.4
440|5|14.2
440|5|13.1
440|10|7.7
440|10|10.8
440|10|10.4
440|10|9.1
440|10|7.5
440|10|6.9
440|10|8.3
440|10|9.8
440|10|12
440|7|8.5
440|7|7
440|7|8
440|4|10
440|4|13.5
440|4|11.5
440|4|12.5
440|4|11.5
441|6|8.5
441|6|8.5
441|6|6.5
441|3|7
441|3|5
441|3|11.5
441|9|7
441|9|12.5
441|9|8
441|9|7.5
441|1|11.5
441|1|11.2
441|1|7.2
441|1|13.7
441|1|12.4
441|1|9.7
441|1|12.8
441|1|12.2
441|1|10.3
441|8|3
441|8|9
441|8|6.5
441|8|8.5
441|2|11
441|2|11.25
441|2|8.5
441|2|14.5
441|2|10.5
441|2|14
441|5|12.6
441|5|10.7
441|5|12.7
441|5|17.9
441|10|9.2
441|10|13.4
441|10|10.9
441|10|2.8
441|10|5.7
441|10|8
441|10|10.4
441|10|8.7
441|10|10.8
441|7|8
441|7|7
441|7|10.5
441|4|12
441|4|13.5
441|4|8.5
441|4|12
441|4|10
495|6|7
495|6|$
495|6|8.5
495|3|9
495|3|13.5
495|3|15
495|9|8
495|9|2
495|9|6.5
495|9|8
495|1|16.1
495|1|14.4
495|1|15.7
495|1|11.6
495|1|10.6
495|1|12.4
495|1|16.6
495|1|11
495|1|7.7
495|8|7.5
495|8|3.5
495|8|4.5
495|8|8
495|2|13.5
495|2|13.5
495|2|14.75
495|2|14
495|2|14
495|2|17
495|5|15.9
495|5|15.1
495|5|13.3
495|5|14.1
495|10|6.9
495|10|14.2
495|10|6
495|10|6.3
495|10|6.6
495|10|3.9
495|10|12.6
495|10|10.1
495|10|13.4
495|7|11.5
495|7|9.5
495|7|15
495|4|13.5
495|4|12
495|4|11
495|4|13.5
495|4|12.5
511|6|7.5
511|6|12
511|6|10.5
511|3|14.5
511|3|17
511|3|11.5
511|9|8
511|9|9
511|9|$
511|9|1.5
511|1|13.9
511|1|12.2
511|1|13
511|1|11.4
511|1|11.5
511|1|12.3
511|1|$
511|1|6.9
511|8|5.5
511|8|10.5
511|8|7
511|8|13
511|2|10.25
511|2|12.25
511|2|12.75
511|2|12
511|2|13.25
511|2|13.25
511|5|11.5
511|5|13
511|5|15.7
511|10|8.8
511|10|7.7
511|10|6.9
511|10|8.8
511|10|9.3
511|10|9.6
511|10|10.7
511|10|8.9
511|10|8.7
511|7|7
511|7|8.5
511|7|12
511|4|12.5
511|4|13
511|4|13.5
511|4|12
511|4|13
521|6|7.5
521|6|10
521|6|10
521|3|13
521|3|8.5
521|3|17.5
521|9|8
521|9|8.5
521|9|9.5
521|9|$
521|1|13.6
521|1|14.9
521|1|12.3
521|1|13.9
521|1|10.8
521|1|9.1
521|1|17.6
521|1|16.1
521|1|14.9
521|8|13.5
521|8|7
521|8|6
521|8|10
521|2|14
521|2|12.75
521|2|16.5
521|2|15.5
521|2|14
521|2|12.25
521|5|12.5
521|5|14.2
521|5|12.7
521|5|14.1
521|10|12.4
521|10|8.4
521|10|6.5
521|10|4.7
521|10|5.4
521|10|8.6
521|10|9.1
521|10|12.9
521|10|9.4
521|7|10.5
521|7|9.5
521|7|9
521|4|13
521|4|13.5
521|4|13.5
521|4|12.5
521|4|13.5
522|6|8.5
522|6|8.5
522|6|9.5
522|3|8.5
522|3|12.5
522|3|10
522|9|8.5
522|9|8
522|9|7.5
522|9|10
522|1|15.8
522|1|15.5
522|1|12.8
522|1|17.1
522|1|13.5
522|1|14.9
522|1|9.7
522|1|15.4
522|1|12.3
522|8|8.5
522|8|2.5
522|8|9
522|8|8
522|2|12
522|2|9.25
522|2|9
522|2|13
522|2|10.75
522|2|12.5
522|5|15.2
522|5|13.6
522|5|13.8
522|5|16
522|10|13.4
522|10|10.1
522|10|$
522|10|7.6
522|10|10.3
522|10|9.2
522|10|9
522|10|5.1
522|10|5.2
522|7|8.5
522|7|5.5
522|7|6
522|4|13
522|4|12
522|4|12
522|4|14
522|4|12.5
529|6|8
529|6|8.5
529|6|8
529|3|10
529|3|9.5
529|3|9.5
529|9|10
529|9|9
529|9|9
529|9|3.5
529|1|13.2
529|1|15.7
529|1|12.3
529|1|16
529|1|14.4
529|1|11.2
529|1|8.9
529|1|16.8
529|1|15.3
529|8|9.5
529|8|12.5
529|8|10
529|8|9.5
529|2|11.25
529|2|11.75
529|2|11.75
529|2|12
529|2|10.25
529|2|13.25
529|5|12.8
529|5|15.1
529|5|17.2
529|10|9.8
529|10|9.9
529|10|9
529|10|10.3
529|10|7.4
529|10|7
529|10|9.2
529|10|12.1
529|10|10.7
529|7|9
529|7|10
529|7|10
529|4|13
529|4|12
529|4|14
529|4|11
533|6|6.5
533|6|8
533|6|9
533|3|14
533|3|13.5
533|3|13.5
533|9|6.5
533|9|11.5
533|9|6
533|9|6.5
533|1|15.3
533|1|15.9
533|1|14.5
533|1|14.2
533|1|15.9
533|1|13.5
533|1|11.2
533|1|9.1
533|1|11.6
533|8|7.5
533|8|12.5
533|8|6
533|8|7.5
533|2|12.25
533|2|14.75
533|2|13.5
533|2|13.25
533|2|12.5
533|2|14
533|5|16.4
533|5|14.6
533|5|14.4
533|5|15.4
533|10|5.5
533|10|9.6
533|10|10.3
533|10|8.5
533|10|7.9
533|10|5.7
533|10|7.8
533|10|8.4
533|10|10
533|7|13.5
533|7|14
533|7|9
533|4|13
533|4|12.5
533|4|13
533|4|12
533|4|13
542|6|8.5
542|6|9
542|6|10
542|3|14
542|3|12
542|3|14
542|9|5.5
542|9|2
542|9|9.5
542|9|3.5
542|1|11.7
542|1|17.4
542|1|12.6
542|1|16
542|1|15.7
542|1|15.7
542|1|12.2
542|1|11.5
542|1|13.4
542|8|3
542|8|10
542|8|4
542|8|4.5
542|2|9.75
542|2|13.5
542|2|12.5
542|2|14.5
542|2|11.75
542|2|14.75
542|5|15
542|5|13.8
542|5|14.9
542|5|12.4
542|10|3.4
542|10|7.8
542|10|10.3
542|10|5
542|10|6
542|10|6.8
542|10|9.5
542|7|10
542|7|8.5
542|7|13
542|4|13.5
542|4|12.5
542|4|13.5
542|4|14.5
542|4|13.5
572|6|10
572|6|9.5
572|3|14.5
572|3|13.5
572|3|14
572|9|10
572|9|3.5
572|9|9.5
572|9|6.5
572|1|5.8
572|1|12.9
572|1|20
572|1|13.4
572|1|12.7
572|1|12
572|1|15.1
572|1|12.9
572|8|7.5
572|8|10.5
572|8|9.5
572|8|14
572|2|14.25
572|2|13.75
572|2|13.75
572|2|16.5
572|2|11.75
572|2|12.75
572|5|12.6
572|5|14.8
572|5|15.2
572|5|15.5
572|10|10.1
572|10|5.4
572|10|7.5
572|10|5.4
572|10|7.4
572|10|5.8
572|10|12.1
572|10|8.4
572|7|10
572|7|11
572|7|10.5
572|4|12.5
572|4|11.5
572|4|14.5
572|4|12.5
572|4|14.5
575|6|10
575|6|9.5
575|6|10
575|3|11.5
575|3|18.5
575|3|15
575|9|5.5
575|9|9
575|9|10.5
575|9|6.5
575|1|13.9
575|1|13.6
575|1|11.8
575|1|14.5
575|1|$
575|1|16.5
575|1|14.4
575|1|11.5
575|1|15
575|8|1
575|8|7.5
575|8|4.5
575|8|3
575|2|12.25
